"","bin","completeness","contamination","GC","lineage","N50","size","binner","score","classification","fastani_reference","fastani_reference_radius","fastani_taxonomy","fastani_ani","fastani_af","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references.genome_id.species_name.radius.ANI.AF.","msa_percent","translation_table","red_value","warnings","Domain","Phylum","Class","Order","Family","Genus","Species","bestClassification","bestClassificationRank","sample","Name","Type","Location","Niche","LocaNiche","location.and.niche","Micro.niche","count16S","status16S","classification16S","classification16S.DB","classification16S.rank1","classification16S.rank2","classification16S.rank3","classification16S.rank4","classification16S.rank5","classification16S.rank6","classification16S.rank7","classification16S.rank8","LR_sed_top_R1.fastq.Relative.Abundance....","LR_sed_top_R1.fastq.Mean","LR_sed_top_R1.fastq.Variance","LR_sed_top_R1.fastq.RPKM","LR_sed_top_R1.fastq.TPM","LR_sed_bottom_R1.fastq.Relative.Abundance....","LR_sed_bottom_R1.fastq.Mean","LR_sed_bottom_R1.fastq.Variance","LR_sed_bottom_R1.fastq.RPKM","LR_sed_bottom_R1.fastq.TPM","AB2_sed_top_R1.fastq.Relative.Abundance....","AB2_sed_top_R1.fastq.Mean","AB2_sed_top_R1.fastq.Variance","AB2_sed_top_R1.fastq.RPKM","AB2_sed_top_R1.fastq.TPM","AB2_sed_bottom_R1.fastq.Relative.Abundance....","AB2_sed_bottom_R1.fastq.Mean","AB2_sed_bottom_R1.fastq.Variance","AB2_sed_bottom_R1.fastq.RPKM","AB2_sed_bottom_R1.fastq.TPM","AB2_mat_1_R1.fastq.Relative.Abundance....","AB2_mat_1_R1.fastq.Mean","AB2_mat_1_R1.fastq.Variance","AB2_mat_1_R1.fastq.RPKM","AB2_mat_1_R1.fastq.TPM","AB2_mat_2_R1.fastq.Relative.Abundance....","AB2_mat_2_R1.fastq.Mean","AB2_mat_2_R1.fastq.Variance","AB2_mat_2_R1.fastq.RPKM","AB2_mat_2_R1.fastq.TPM","AB2_wall_1_R1.fastq.Relative.Abundance....","AB2_wall_1_R1.fastq.Mean","AB2_wall_1_R1.fastq.Variance","AB2_wall_1_R1.fastq.RPKM","AB2_wall_1_R1.fastq.TPM","AB2_wall_2_R1.fastq.Relative.Abundance....","AB2_wall_2_R1.fastq.Mean","AB2_wall_2_R1.fastq.Variance","AB2_wall_2_R1.fastq.RPKM","AB2_wall_2_R1.fastq.TPM","AB2_WF_1_R1.fastq.Relative.Abundance....","AB2_WF_1_R1.fastq.Mean","AB2_WF_1_R1.fastq.Variance","AB2_WF_1_R1.fastq.RPKM","AB2_WF_1_R1.fastq.TPM","LR_WF_2_R1.fastq.Relative.Abundance....","LR_WF_2_R1.fastq.Mean","LR_WF_2_R1.fastq.Variance","LR_WF_2_R1.fastq.RPKM","LR_WF_2_R1.fastq.TPM"
"AB2_sed_c_bin.12","AB2_sed_c_bin.12",87.24,9.066,0.565,"Euryarchaeota",9630,1919282,"binsBC",8.66679912576992,"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__JAJYIS01;s__","N/A","N/A","N/A","N/A","N/A","GCA_021789945.1","95.0","d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__JAJYIS01;s__JAJYIS01 sp021789945","78.29","0.344","d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__;s__","taxonomic classification defined by topology and ANI","N/A","N/A",57.43,11,"0.89232","N/A","Archaea","Thermoplasmatota","Thermoplasmata","UBA10834","UBA10834","JAJYIS01","","JAJYIS01","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006371085,0.2315285,0.68549305,0.56578237,1456.5629,0.12780552,6.8869324,17.41851,9.143275,24120.4,0.09661715,5.4555693,12.25603,5.407633,14916.789,0.16149554,8.3767185,20.661133,11.565779,30605.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007560348,0.14718981,0.2573432,0.013247761,17.627998,0.00114105,0.18117617,0.2789797,0.026990095,34.486046
"AB2_sed_c_bin.14","AB2_sed_c_bin.14",75.59,3.669,0.657,"Bacteria",4976,4865102,"binsC",16.1897622617263,"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAHJIN01;f__JAHJIN01;g__;s__","N/A","N/A","N/A","N/A","N/A","GCA_018823415.1","95.0","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAHJIN01;f__JAHJIN01;g__JAHJIN01;s__JAHJIN01 sp018823415","78.63","0.403","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAHJIN01;f__JAHJIN01;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",71.58,11,"0.83669","N/A","Bacteria","Chloroflexota","Anaerolineae","JAHJIN01","JAHJIN01","","","JAHJIN01","Family","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.09110513,4.909294,15.400286,6.54657,17270.172,0.20704034,11.690708,45.069,11.551658,31864.885,0.09082798,4.7112164,13.930524,6.5851164,17425.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_sed_c_bin.15","AB2_sed_c_bin.15",78.39,6.646,0.579,"Bacteria",3945,2364996,"binsA",10.252419565786,"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__","N/A","N/A","N/A","N/A","N/A","GCA_021160865.1","95.0","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__JAGHBS01;s__JAGHBS01 sp021160865","75.72","0.021","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",65.8,11,"0.81428","N/A","Bacteria","Planctomycetota","Phycisphaerae","SM23-33","SM23-33","","","SM23-33","Family","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.2504813,13.497444,58.411465,17.580784,46378.965,0.19027013,10.743765,36.21084,10.513909,29002.291,0.18655348,9.676466,30.070414,13.15119,34800.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026980056,0.52526546,0.9842093,0.046954747,62.479877,0.0026325702,0.41800004,0.66862553,0.06181516,78.98318
"AB2_sed_c_bin.16","AB2_sed_c_bin.16",80.01,6.586,0.477,"Euryarchaeota",7180,1621166,"binsA",10.5470603743738,"d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__","N/A","N/A","N/A","N/A","N/A","GCA_004212135.1","95.0","d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__ANME-1-THS sp004212135","87.47","0.76","d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__ANME-1-THS;s__","taxonomic classification defined by topology and ANI","N/A","GCA_014859735.1, s__ANME-1-THS sp014859735, 95.0, 81.29, 0.589; GCA_020725315.1, s__ANME-1-THS sp020725315, 95.0, 80.1, 0.494",73.91,11,"0.95433","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Archaea","Halobacteriota","Syntropharchaeia","ANME-1","ANME-1","ANME-1-THS","","ANME-1-THS","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0,0,0,0,0,0.07190147,3.874485,10.892958,5.099807,13453.538,0.10635599,6.0054812,17.408718,5.908687,16298.922,0.16472553,8.544257,21.970499,11.747145,31085.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010682371,0.2079714,0.3635282,0.018717574,24.906355,0,0,0,0,0
"AB2_sed_c_bin.17","AB2_sed_c_bin.17",75.23,4.744,0.604,"Archaea",4360,2416750,"binsABC",13.0971448467967,"d__Archaea;p__Hadarchaeota;c__B88-G9;o__;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Archaea;p__Hadarchaeota;c__;o__;f__;g__;s__","taxonomic novelty determined using RED","N/A","N/A",52.42,11,"0.33075","N/A","Archaea","Hadarchaeota","B88-G9","","","","","B88-G9","Class","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.035147633,1.8939663,3.968191,2.4951632,6582.362,0.063685015,3.5960286,7.3046446,3.5177436,9703.588,0.11110878,5.7631745,11.461678,7.833399,20728.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_sed_c_bin.18","AB2_sed_c_bin.18",81.88,3.902,0.611,"Bacteria",4748,5342289,"binsAC",16.703386372909,"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__;s__","N/A","N/A","N/A","N/A","N/A","GCA_015484715.1","95.0","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__S140-20;s__S140-20 sp015484715","75.57","0.055","d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",70.37,11,"0.71272","N/A","Bacteria","Chloroflexota","Anaerolineae","S140-20","S140-20","","","S140-20","Family","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",1,"one Sequence","unclassified",NA,"unclassified","","","","","","","",0.014627132,0.5315575,1.7859396,1.2640964,3254.3174,0.08343229,4.495835,13.391291,5.991815,15806.703,0.17767365,10.032494,31.499603,10.010501,27613.648,0.088371105,4.5837793,11.643607,6.3258367,16739.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001411625,0.27482438,0.53173125,0.024681792,32.842606,0.0016613087,0.26378292,0.44174936,0.03928725,50.198536
"AB2_sed_c_bin.20","AB2_sed_c_bin.20",77.91,4.101,0.628,"Betaproteobacteria",3071,2267461,"binsC",15.273475789061,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_018820765.1, s__Thiobacillus sp018820765, 95.0, 84.08, 0.751; GCA_023475455.1, s__Thiobacillus sp023475455, 95.0, 83.8, 0.584; GCA_001897675.1, s__Thiobacillus sp001897675, 95.0, 83.76, 0.698; GCA_021836225.1, s__Thiobacillus sp021836225, 95.0, 83.71, 0.544; GCA_019459325.1, s__Thiobacillus sp019459325, 95.0, 83.7, 0.731; GCA_021802945.1, s__Thiobacillus sp021802945, 95.0, 83.6, 0.659; GCF_001530125.1, s__Thiobacillus denitrificans_C, 95.0, 83.56, 0.708; GCA_011391285.1, s__Thiobacillus sp011391285, 95.0, 83.53, 0.616; GCA_021166845.1, s__Thiobacillus sp021166845, 95.0, 83.37, 0.698; GCA_021811235.1, s__Thiobacillus sp021811235, 95.0, 83.29, 0.761; GCA_024708915.1, s__Thiobacillus sp024708915, 95.0, 83.25, 0.695; GCA_016195805.1, s__Thiobacillus sp016195805, 95.0, 83.25, 0.689; GCA_002256995.1, s__Thiobacillus sp002256995, 95.0, 83.23, 0.734; GCA_018262815.1, s__Thiobacillus sp018262815, 95.0, 83.19, 0.659; GCA_019459055.1, s__Thiobacillus sp019459055, 95.0, 83.18, 0.666; GCA_019459705.1, s__Thiobacillus sp019459705, 95.0, 83.17, 0.633; GCF_000376425.1, s__Thiobacillus denitrificans, 95.0, 83.13, 0.738; GCA_021791235.1, s__Thiobacillus sp021791235, 95.0, 83.06, 0.616; GCA_021784115.1, s__Thiobacillus sp021784115, 95.0, 82.99, 0.6; GCA_019459285.1, s__Thiobacillus sp019459285, 95.0, 82.78, 0.689; GCA_001899305.1, s__Thiobacillus sp001899305, 95.0, 82.61, 0.698; GCF_000373385.1, s__Thiobacillus thioparus, 95.0, 82.53, 0.718; GCA_003510325.1, s__Thiobacillus sp003510325, 95.0, 82.52, 0.669; GCA_021802595.1, s__Thiobacillus sp021802595, 95.0, 82.48, 0.607; GCA_021821425.1, s__Thiobacillus sp021821425, 95.0, 82.38, 0.597; GCA_002343685.1, s__Thiobacillus denitrificans_A, 95.0, 82.38, 0.63; GCA_024636675.1, s__Thiobacillus sp024636675, 95.0, 82.25, 0.61; GCA_018780105.1, s__Thiobacillus sp018780105, 95.0, 82.01, 0.705; GCA_002403375.1, s__Thiobacillus denitrificans_E, 95.0, 81.89, 0.679; GCA_001899765.1, s__Thiobacillus sp001899765, 95.0, 81.79, 0.659; GCA_016124745.1, s__Thiobacillus sp016124745, 95.0, 81.76, 0.695; GCA_018820745.1, s__Thiobacillus sp018820745, 95.0, 81.73, 0.525; GCA_024709685.1, s__Thiobacillus sp024709685, 95.0, 81.72, 0.502; GCA_021820845.1, s__Thiobacillus sp021820845, 95.0, 81.7, 0.636; GCA_002424845.1, s__Thiobacillus denitrificans_F, 95.0, 81.6, 0.462; GCA_002256785.1, s__Thiobacillus sp002256785, 95.0, 81.45, 0.525; GCA_020725005.1, s__Thiobacillus denitrificans_G, 95.0, 81.36, 0.593; GCA_012274165.1, s__Thiobacillus sp012274165, 95.0, 81.32, 0.544; GCA_020217265.1, s__Thiobacillus sp020217265, 95.0, 81.32, 0.548; GCA_020057245.1, s__Thiobacillus sp020057245, 95.0, 81.19, 0.551; GCA_019911765.1, s__Thiobacillus sp019911765, 95.0, 81.15, 0.554; GCA_002279795.1, s__Thiobacillus sp002279795, 95.0, 81.1, 0.623; GCA_002281775.1, s__Thiobacillus sp002281775, 95.0, 80.99, 0.587; GCA_002257045.1, s__Thiobacillus sp002257045, 95.0, 80.98, 0.561; GCA_011391655.1, s__Thiobacillus sp011391655, 95.0, 80.9, 0.334; GCA_008923315.1, s__Thiobacillus sp001897705, 95.0, 80.8, 0.6; GCA_001802655.1, s__Thiobacillus sp001802655, 95.0, 80.8, 0.685; GCA_024708885.1, s__Thiobacillus sp024708885, 95.0, 80.65, 0.525; GCA_024710445.1, s__Thiobacillus sp024710445, 95.0, 80.61, 0.538; GCA_024709425.1, s__Thiobacillus sp024709425, 95.0, 80.55, 0.561; GCA_001899775.1, s__Thiobacillus sp001899775, 95.0, 80.53, 0.567; GCA_020216925.1, s__Thiobacillus sp020216925, 95.0, 80.49, 0.495; GCA_018780025.1, s__Thiobacillus sp018780025, 95.0, 80.27, 0.466; GCF_000012745.1, s__Thiobacillus denitrificans_B, 95.0, 80.2, 0.564; GCA_021783275.1, s__Thiobacillus sp021783275, 95.0, 79.9, 0.485; GCA_024709165.1, s__Thiobacillus sp024709165, 95.0, 79.74, 0.508; GCA_024636775.1, s__Thiobacillus sp024636775, 95.0, 79.23, 0.446; GCA_010365175.1, s__Thiobacillus sp010365175, 95.0, 78.91, 0.354",55.21,11,"0.94762","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Thiobacillaceae","Thiobacillus","","Thiobacillus","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.050271355,1.826887,6.9901595,4.343409,11181.768,0.013862261,0.7469822,2.6627507,0.99805987,2632.931,0.1970628,11.127318,42.93835,10.870678,29986.426,0.036143865,1.8747702,4.4756484,2.5297434,6694.2236,0.014351721,0.8262465,30.61373,0.07261116,237.00954,0.011150824,0.6439485,26.094826,0.053628303,176.02289,0.26252177,9.795654,51.21835,15.754414,53716.55,0.48213753,17.091003,105.67672,25.131716,88942.11,0.001666688,0.32448176,2.545988,0.029598586,39.38505,0.0016681363,0.264867,0.7703096,0.039867297,50.939667
"AB2_sed_c_bin.3","AB2_sed_c_bin.3",89.88,3.409,0.544,"Bacteria",4819,2331705,"binsC",20.3855749603085,"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__B1-G9;s__","N/A","N/A","N/A","N/A","N/A","GCA_003644335.1","95.0","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__B1-G9;s__B1-G9 sp003644335","75.46","0.04","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__B1-G9;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",74.46,11,"0.85647","N/A","Bacteria","Planctomycetota","Phycisphaerae","SM23-33","SM23-33","B1-G9","","B1-G9","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023819221,0.8656028,1.7878966,2.0448437,5264.29,0.08275741,4.4594684,10.614348,5.878937,15508.921,0.14083867,7.952575,22.702887,7.8669777,21700.809,0.06494026,3.3684292,7.5444717,4.5908194,12148.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090696635,1.7657415,3.462937,0.15809245,210.36424,0.0123627465,1.9629594,3.4168086,0.29097077,371.78235
"AB2_sed_c_bin.4","AB2_sed_c_bin.4",92.99,2.5,0.446,"Bacteria",3773,1502613,"binsC",26.5685714285714,"d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__;s__","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",79.23,11,"0.84362","N/A","Bacteria","Nitrospirota","Thermodesulfovibrionia","Thermodesulfovibrionales","Dissulfurispiraceae","","","Dissulfurispiraceae","Family","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05905589,2.1461215,4.637447,5.025303,12937.252,0.09898798,5.3340693,16.064592,6.871886,18128.367,0.11815648,6.671806,18.684547,6.558793,18092.229,0.069938354,3.6276786,11.692821,4.8725667,12893.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009161831,1.7836853,3.205315,0.15959464,212.36322,0.0019466962,0.3090968,0.4807597,0.045678888,58.365314
"AB2_sed_c_bin.6","AB2_sed_c_bin.6",89.48,2.408,0.593,"Archaea",6902,968660,"binsA",26.2558685446009,"d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__","N/A","N/A","N/A","N/A","N/A","GCA_903835325.1","95.0","d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum sp903835325","76.44","0.11","d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__","taxonomic classification defined by topology and ANI","N/A","GCA_016926175.1, s__Bilamarchaeum sp016926175, 95.0, 77.55, 0.018; GCA_022627495.1, s__Bilamarchaeum sp022627495, 95.0, 77.17, 0.233; GCA_020053355.1, s__Bilamarchaeum sp020053355, 95.0, 76.81, 0.207; GCA_013425375.1, s__Bilamarchaeum sp013425375, 95.0, 76.7, 0.247; GCA_020052325.1, s__Bilamarchaeum sp020052325, 95.0, 76.56, 0.097; GCA_018812715.1, s__Bilamarchaeum sp018812715, 95.0, 76.17, 0.022; GCA_023248035.1, s__Bilamarchaeum sp023248035, 95.0, 75.67, 0.031; GCA_014730115.1, s__Bilamarchaeum sp014730115, 95.0, 75.59, 0.066; GCA_018813505.1, s__Bilamarchaeum sp018813505, 95.0, 75.31, 0.013; GCA_018812625.1, s__Bilamarchaeum sp018812625, 95.0, 74.58, 0.009; GCA_902386555.1, s__Bilamarchaeum dharawalense, 95.0, 74.56, 0.026; GCA_016212525.1, s__Bilamarchaeum sp016212525, 95.0, 74.52, 0.009; GCA_016212505.1, s__Bilamarchaeum sp016212505, 95.0, 74.49, 0.013",71.2,11,"0.87422","N/A","Archaea","Micrarchaeota","Micrarchaeia","Anstonellales","Bilamarchaeaceae","Bilamarchaeum","","Bilamarchaeum","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.07526972,4.055987,8.724332,5.3668737,14158.075,0.09429976,5.3247166,11.43732,5.2520547,14487.626,0.13090284,6.789886,14.602833,9.373515,24804.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB2_sed_c_bin.7","AB2_sed_c_bin.7",82.16,12.85,0.445,"Euryarchaeota",8481,1907030,"binsAC",5.93212996389892,"d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__QENJ01;s__","N/A","N/A","N/A","N/A","N/A","GCA_013374505.1","95.0","d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__QENJ01;s__QENJ01 sp013374505","90.52","0.614","d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__ANME-1;f__ANME-1;g__QENJ01;s__","taxonomic classification defined by topology and ANI","N/A","GCA_013180585.1, s__QENJ01 sp013180585, 95.0, 82.0, 0.531",83.99,11,"0.97622","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Archaea","Halobacteriota","Syntropharchaeia","ANME-1","ANME-1","QENJ01","","QENJ01","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",0,"no hits",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.1426713,7.68799,244.79958,10.273755,27102.662,0.23204787,13.102779,324.94125,13.220679,36468.83,0.17669748,9.165238,187.84991,12.85238,34010.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016457265,0.32040083,0.66922206,0.029208764,38.866367,0,0,0,0,0
"AB2_sed_c_bin.9","AB2_sed_c_bin.9",93.07,4.228,0.494,"Deltaproteobacteria",9781,2509418,"binsBC",17.8022188217291,"d__Bacteria;p__Desulfobacterota;c__QYQD01;o__QYQD01;f__QYQD01;g__QYQD01;s__","N/A","N/A","N/A","N/A","N/A","GCA_007280345.1","95.0","d__Bacteria;p__Desulfobacterota;c__QYQD01;o__QYQD01;f__QYQD01;g__QYQD01;s__QYQD01 sp007280345","91.72","0.515","d__Bacteria;p__Desulfobacterota;c__QYQD01;o__QYQD01;f__QYQD01;g__QYQD01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_011046395.1, s__QYQD01 sp011046395, 95.0, 91.49, 0.688",81.45,11,"0.96081","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","Bacteria","Desulfobacterota","QYQD01","QYQD01","QYQD01","QYQD01","","QYQD01","Genus","AB2_sed_c","AB2_sed_c","air bell 2 Sediment Top","air bell 2","Sediment","air bell 2 Sediment","air bell 2 sediment","Sediment",1,"one Sequence","Bacteria;""Proteobacteria"";Deltaproteobacteria;unclassified_Deltaproteobacteria;","rdp","Bacteria","Proteobacteria","Deltaproteobacteria","unclassified_Deltaproteobacteria","","","","",0.019850632,0.7213822,4.0829234,1.7455429,4493.764,0.11772345,6.34365,43.27424,8.500713,22425.295,0.32718465,18.474758,132.37852,18.420422,50812.152,0.27128243,14.071329,90.3337,19.605387,51879.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005134808,0.999678,4.382144,0.090710334,120.702866,0.0042142696,0.6691426,2.2923217,0.100574106,128.50665
"AB2_wall_2_bin.3","AB2_wall_2_bin.3",82.09,5.199,0.629,"Bacteria",4720,1479170,"binsAB",13.2424584610421,"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp022615475","GCA_022615475.1","95.0","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp022615475","96.82","0.751","GCA_022615475.1","95.0","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp022615475","96.82","0.751","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCA_001443495.1, s__CSP1-5 sp001443495, 95.0, 90.0, 0.915; GCA_023249165.1, s__CSP1-5 sp023249165, 95.0, 89.92, 0.765; GCA_001643535.1, s__CSP1-5 sp001643535, 95.0, 78.93, 0.365; GCA_019456075.1, s__CSP1-5 sp019456075, 95.0, 78.35, 0.437; GCA_012974305.1, s__CSP1-5 sp012974305, 95.0, 77.46, 0.399",80,11,"N/A","N/A","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","CSP1-5","CSP1-5","CSP1-5 sp022615475","CSP1-5 sp022615475","Species","AB2_wall_2","AB2_wall_2","air bell 2 Wall Scraping","air bell 2","Wall Scraping","air bell 2 Wall Scraping","air bell 2 wall biofilm","Wall Scraping",1,"one Sequence","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__CSP1-5;g__CSP1-5;s__CSP1-5 sp001443495;","GTDB","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","CSP1-5","CSP1-5","CSP1-5 sp001443495","",0.04743897,1.7239567,3.758425,4.047935,10421.093,0.042078838,2.2674615,5.8953314,2.943022,7763.836,0.014624948,0.82581013,2.3320065,0.81905085,2259.3264,0.012484993,0.64759237,1.9315498,0.8895418,2353.9119,0,0,0,0,0,0,0,0,0,0,0.5311385,19.818733,60.96964,31.929928,108868.875,0.43650502,15.473405,41.473316,23.067732,81637.586,0,0,0,0,0,0.0012986386,0.20619811,0.31632075,0.030710245,39.23944
